Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,Agriculture value added(in USD),Renewable Energy Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Literacy rate,Year,Country
154030139.0,77243140.0,76786999.0,19.9,5.975,5.0,20.78889,45.09919,56.40664,19.54763,4.43,149990529207.544,23238449660.7639,36.96,67.108,72.54,100.911262512207,13.6510944366455,,85.5271530151367,2013,Bangladesh
152090649.0,76192087.0,75898562.0,20.117,5.868,5.0,19.60781,45.91011,59.56461,17.18723,4.099,133355819704.936,21573721977.3918,37.36,67.605,71.831,100.911262512207,13.667537689209,,77.8329086303711,2012,Bangladesh
150211005.0,75175322.0,75035683.0,20.569,6.112,5.0,18.54114,46.66772,62.58987,15.03545,3.75,128637983882.833,21624028055.6267,38.44,67.339,70.467,100.911262512207,13.5724172592163,,77.984992980957,2011,Bangladesh
148391139.0,74177517.0,74213622.0,21.379,6.106,5.0,17.62723,47.30638,65.40026,13.10908,3.38,115279077465.226,19598804913.9026,40.31,67.165,70.312,99.7353515625,28.8455085754395,65.0808486938477,,2010,Bangladesh
146706810.0,73217854.0,73488956.0,22.268,6.612,5.0,16.78944,47.53321,66.17445,12.95673,5.0,102477779060.302,17528443968.9551,43.1,66.111,68.863,97.6258010864258,10.8163499832153,63.279411315918,,2009,Bangladesh
145421318.0,72384496.0,73036822.0,23.13,6.701,5.0,15.99207,47.7229,66.83134,12.83391,4.548,91631278239.3237,16123160740.4168,45.2,65.597,68.731,95.1065979003906,8.84245014190674,57.3523216247559,,2008,Bangladesh
144135934.0,71536401.0,72599534.0,23.978,6.793,5.0,15.23786,47.8953,67.46606,12.69809,4.092,79611888213.148,14176120157.8338,47.19,65.417,68.213,98.1889877319336,7.86712980270386,,61.8728103637695,2007,Bangladesh
142628831.0,70599279.0,72029553.0,24.649,6.494,5.0,14.51964,48.07571,68.0929,12.54167,3.59,71819083683.7403,12951865409.4699,48.69,65.911,68.793,99.9751205444336,7.24171018600464,,,2006,Bangladesh
140912590.0,69574712.0,71337878.0,25.509,6.425,5.0,14.5177,48.07627,68.11424,12.53188,4.25,69442943089.4309,12896276422.7642,50.66,66.005,68.817,99.953498840332,6.29582977294922,65.8595428466797,,2005,Bangladesh
138789725.0,68397392.0,70392333.0,26.586,6.44,5.0,14.07212,49.96922,66.90878,12.68302,4.272,65108544250.0425,12544436894.8531,52.05,66.038,68.534,100.911262512207,5.72883987426758,,,2004,Bangladesh
136503206.0,67154861.0,69348344.0,27.32,6.549,5.0,13.68107,51.73496,65.52642,12.86489,4.32,60158929188.2556,11919119170.9845,52.62,65.648,68.218,100.911262512207,6.19688987731934,,,2003,Bangladesh
134139826.0,65885157.0,68254669.0,27.968,6.597,5.0,12.29238,54.96515,69.36005,10.76926,3.934,54724081490.5102,11264478495.5598,54.47,65.74,67.627,100.911262512207,6.13536977767944,,,2002,Bangladesh
131670484.0,64587346.0,67083138.0,28.49,6.75,5.0,11.08146,57.97989,72.77357,9.005455,3.618,53991289844.3291,11796200889.5478,55.96,65.665,66.66,100.911262512207,6.42439985275269,,63.622730255127,2001,Bangladesh
129193327.0,63309967.0,65883360.0,28.956,6.855,5.0,10.03747,60.80127,75.84121,7.5297,3.27,53369787318.6245,12124627310.6738,60.2,65.472,66.109,100.911262512207,5.46036005020142,,100.0,2000,Bangladesh
126754824.0,62068650.0,64686174.0,29.322,6.662,5.0,9.833558,61.38416,76.20115,7.371114,3.068,51270569883.5275,11617096505.8236,60.54,66.394,66.022,100.911262512207,5.47931003570557,,,1999,Bangladesh
124350471.0,60847389.0,63503082.0,29.79,7.511,5.0,9.697467,61.89855,76.5099,7.23914,2.895,49984559471.3656,11290220264.3172,60.24,63.877,63.947,100.911262512207,28.8455085754395,,,1998,Bangladesh
122039226.0,59669865.0,62369360.0,30.203,8.563,9.0,9.581397,62.42382,76.80988,7.101887,2.694,48244309133.4895,11214941451.9906,59.98,61.526,61.315,100.911262512207,28.8455085754395,,,1997,Bangladesh
119876868.0,58576743.0,61300126.0,29.952,9.478,9.0,9.516473,62.87864,77.06545,6.99347,2.51,46438484107.5795,10804474327.6284,62.13,60.341,58.62,100.911262512207,28.8455085754395,,,1996,Bangladesh
117793338.0,57528346.0,60264993.0,30.453,9.496,9.0,9.969549,63.27062,77.61985,6.963641,2.464,37939748768.6567,10359209305.9701,63.81,59.905,59.005,100.911262512207,28.8455085754395,,,1995,Bangladesh
782455.0,368525.0,413930.0,19.841,6.208,9.0,20.98223,29.10045,30.14557,11.87949,3.604,52968487738.88185,3638505418.42264,5.285,68.479,74.716,103.799880981445,17.5290336608887,78.625602722168,98.0,2022,Bhutan
777486.0,365818.0,411668.0,12.482,6.477,9.0,10.12725,55.99296,63.55023,9.917813,3.908,2539551327.48291,487382305.270585,87.45,70.141,73.773,103.03288269043,17.706148147583,90.5886001586914,,2021,Bhutan
772506.0,363099.0,409408.0,12.65,6.545,9.0,9.900593,56.46911,63.94624,9.877724,5.03,2325185520.59339,445312319.461084,88.39,69.965,73.536,103.800834655762,16.850284576416,82.713996887207,,2020,Bhutan
767459.0,360356.0,407103.0,12.871,6.626,9.0,9.793658,56.13877,64.06132,9.613288,2.72,2535655609.45889,400231662.97541,82.85,69.813,73.236,97.9621658325195,15.9078016281128,75.7329788208008,,2019,Bhutan
762096.0,357467.0,404630.0,13.789,6.766,9.0,9.900968,56.53483,64.72337,9.605501,3.35,2446867582.27133,391284669.076284,82.61,69.602,72.914,99.2878646850586,14.8788833618164,84.5854797363281,,2018,Bhutan
756121.0,354282.0,401839.0,14.912,6.94,9.0,9.947921,56.83745,65.17014,9.607709,3.056,2450366107.88229,368378700.00875,83.63,69.371,72.576,99.7384338378906,14.7713375091553,94.9668121337891,93.0906295776367,2017,Bhutan
749761.0,351127.0,398635.0,16.076,6.837,9.0,9.881027,57.43616,66.02015,9.33557,2.774,2158971717.50418,310775855.153152,85.02,69.141,72.317,100.943069458008,28.8455085754395,96.6217575073242,,2016,Bhutan
743274.0,348088.0,395186.0,17.152,6.759,9.0,9.661245,57.98573,66.35647,9.252816,2.45,2003596824.31099,289256629.011797,86.68,68.875,72.072,102.483360290527,28.8455085754395,94.7904281616211,,2015,Bhutan
736357.0,344791.0,391565.0,17.743,6.705,9.0,10.82216,56.65078,66.78947,8.395707,2.63,1907090361.57887,276803649.009121,86.54,68.567,71.798,104.005027770996,28.8455085754395,96.3531799316406,,2014,Bhutan
728889.0,341210.0,387678.0,18.218,6.683,9.0,10.95808,56.34438,66.21495,10.25577,2.87,1756214303.92609,247471947.080762,86.7,68.233,71.451,106.14119720459,10.3402395248413,98.1294708251953,,2013,Bhutan
721145.0,337498.0,383648.0,18.541,6.689,9.0,8.080503,58.10787,70.66333,6.580105,2.05,1781280170.44296,248737579.977007,87.32,67.836,71.091,112.417518615723,7.59584522247314,102.197418212891,86.0590133666992,2012,Bhutan
713331.0,333752.0,379579.0,18.994,6.737,9.0,8.560232,55.87181,66.47619,8.396666,3.23,1777102585.93229,254046634.774025,89.01,67.407,70.628,113.172569274902,7.69609975814819,92.8496627807617,,2011,Bhutan
705516.0,329998.0,375519.0,19.541,6.808,9.0,6.097434,54.70019,65.54346,6.678126,3.32,1547990907.46305,228840060.23254,90.8,67.027,70.092,111.82495880127,6.57141065597534,89.7733459472656,,2010,Bhutan
697678.0,326213.0,371464.0,20.009,6.922,9.0,5.635456,56.90686,67.92722,6.772409,3.96,1234015141.60305,199791414.570591,92.38,66.495,69.561,109.032806396484,6.29070997238159,82.0710601806641,,2009,Bhutan
689737.0,322355.0,367382.0,20.651,7.009,9.0,5.820717,59.17395,70.52699,6.315487,3.746,1227809261.04208,201126700.994633,91.81,66.073,69.199,104.593849182129,6.57383012771606,79.4484100341797,,2008,Bhutan
681614.0,318380.0,363234.0,21.078,7.166,9.0,6.431598,61.11551,72.85651,6.003223,3.7,1168307574.79508,195540943.008055,92.07,65.515,68.675,101.165946960449,5.53646993637085,73.3303527832031,,2007,Bhutan
673260.0,314269.0,358990.0,21.337,7.353,9.0,7.547176,62.80341,74.9308,5.846516,3.13,874989734.663935,169440110.534776,91.92,64.915,68.099,97.1489715576172,5.1098198890686,70.7833633422852,,2006,Bhutan
663323.0,309765.0,353558.0,22.0,7.473,9.0,8.317404,65.28504,79.68752,4.355062,3.1,796938571.960642,160981388.311445,91.67,64.427,67.463,92.7624130249023,4.86986017227173,65.4083786010742,74.4052124023438,2005,Bhutan
649991.0,304548.0,345443.0,22.451,7.498,9.0,8.353464,66.57928,81.08306,4.196735,2.49,682577073.528827,148323587.305277,93.46,63.898,66.917,89.6812591552734,28.8455085754395,60.5067291259766,,2004,Bhutan
634627.0,298916.0,335712.0,22.386,7.542,9.0,8.137495,67.55691,82.12152,3.904784,1.8,603999372.378586,133706257.757946,91.92,63.335,66.335,86.2471237182617,28.8455085754395,,,2003,Bhutan
619048.0,293189.0,325859.0,23.399,7.669,9.0,7.988523,68.35542,82.87847,3.752279,1.867,520846131.727551,120843557.514185,91.2,62.727,65.703,83.752197265625,28.8455085754395,,,2002,Bhutan
603234.0,287339.0,315896.0,24.384,7.827,9.0,7.611797,69.19609,83.64851,3.492359,1.9,461479580.18354,106909393.076189,91.75,62.134,65.019,82.1533966064453,28.8455085754395,54.2779006958008,,2001,Bhutan
587207.0,281372.0,305835.0,25.58,8.368,9.0,7.117737,70.01189,84.24736,3.23222,1.625,424448931.007248,103001850.957481,91.4,60.712,63.577,80.7876281738281,28.8455085754395,54.8527603149414,,2000,Bhutan
570990.0,275291.0,295699.0,26.845,8.221,9.0,6.736853,70.62279,84.68256,3.054329,1.4,399311196.41631,96393622.3759939,91.57,60.94,63.777,79.0940170288086,2.77209997177124,54.3152313232422,,1999,Bhutan
557143.0,269372.0,287771.0,28.097,8.529,9.0,6.501837,71.09617,85.00333,2.954947,1.4,363458380.903342,93912838.9397171,91.53,60.263,63.092,77.1307907104492,28.8455085754395,49.7643890380859,,1998,Bhutan
546865.0,264173.0,282692.0,29.235,8.858,9.0,6.383063,71.46673,85.32442,2.878425,1.414,352229078.324249,96128524.8606095,91.35,59.598,62.36,74.8253784179688,28.8455085754395,,,1997,Bhutan
537494.0,259374.0,278120.0,30.673,9.189,9.0,6.325568,71.73155,85.57541,2.846898,1.431,303408342.7658,82458581.1864438,93.24,58.986,61.687,71.2178726196289,28.8455085754395,,,1996,Bhutan
527536.0,254292.0,273243.0,31.978,9.555,9.0,6.287508,71.96616,85.81693,2.819888,1.454,290490986.801873,80895435.8410147,94.37,58.306,60.974,67.3050003051758,28.8455085754395,,,1995,Bhutan
449002.0,216797.0,232205.0,19.841,6.208,9.0,20.98223,29.10045,30.14557,11.87949,7.203,16681531645.7347,182856326.840169,5.285,68.479,74.716,100.911262512207,28.8455085754395,,,2022,Brunei Darussalam
445373.0,214922.0,230451.0,13.8,5.211,9.0,24.32471,1.291292,0.6102877,10.16469,7.446,14006497000.2477,175962217.568176,5.285,72.602,76.881,100.911262512207,28.8455085754395,,99.7699966430664,2021,Brunei Darussalam
441725.0,213048.0,228677.0,14.165,4.975,9.0,23.71507,1.336576,0.647139,9.804399,7.41,12005795914.7306,146170905.758933,0.01,72.749,77.033,97.5303192138672,32.6983299255371,100.352867126465,,2020,Brunei Darussalam
438048.0,211173.0,226876.0,14.585,4.834,9.0,20.76305,1.953577,0.7072667,9.26847,6.92,13469240162.5496,132814133.610804,0.01,72.706,76.986,97.614128112793,31.3982181549072,94.3204574584961,,2019,Brunei Darussalam
434274.0,209257.0,225018.0,15.05,4.7,9.0,19.40443,1.060607,0.5406188,8.974514,8.7,13567164444.9707,138062596.789356,0.01,72.668,76.956,99.0000534057617,31.5352935791016,102.325584411621,99.7089385986328,2018,Brunei Darussalam
430276.0,207238.0,223039.0,15.544,4.556,9.0,16.12729,1.358414,0.44368,9.212592,9.32,12128182463.596,131766575.626406,0.01,72.685,76.963,100.113739013672,34.9116706848145,103.267280578613,,2017,Brunei Darussalam
425994.0,205084.0,220910.0,16.054,4.42,9.0,16.32818,1.361213,0.4366319,9.196874,8.432,11400467372.4943,137219841.860238,0.01,72.697,76.978,102.45044708252,34.4228515625,104.244506835938,,2016,Brunei Darussalam
421437.0,202801.0,218636.0,16.546,4.29,9.0,16.64626,1.364039,0.4304506,9.236963,7.693,12930292949.4216,142554697.83365,0.01,72.714,77.001,101.666038513184,36.9782218933105,99.8243560791016,,2015,Brunei Darussalam
416656.0,200411.0,216245.0,16.942,4.162,9.0,16.92097,1.369856,0.4252493,9.246939,6.86,17097801091.9771,147509140.867193,0.01,72.741,77.041,102.229850769043,28.8455085754395,97.846061706543,,2014,Brunei Darussalam
411702.0,197935.0,213768.0,17.203,4.043,9.0,17.3121,1.367081,0.4178399,9.289802,6.77,18094326392.7086,123884473.292541,0.01,72.774,77.056,103.359359741211,24.0158290863037,103.92212677002,,2013,Brunei Darussalam
406634.0,195401.0,211233.0,17.334,3.926,9.0,17.63503,1.367949,0.4103985,9.300607,6.732,19048443089.2531,124843244.051851,0.01,72.803,77.096,103.402992248535,22.1413593292236,104.020660400391,,2012,Brunei Darussalam
401506.0,192834.0,208672.0,17.344,3.813,9.0,17.87183,1.368488,0.4029388,9.325346,6.69,18525128229.6754,106525648.318951,0.02,72.845,77.126,103.956298828125,17.1019992828369,110.10570526123,99.3667678833008,2011,Brunei Darussalam
396053.0,190046.0,206007.0,17.128,3.751,9.0,18.03226,1.365416,0.393663,9.366984,6.568,13707275498.0569,100476016.224387,0.0,72.843,77.142,104.968902587891,14.6287097930908,108.206161499023,,2010,Brunei Darussalam
390311.0,187059.0,203252.0,16.91,3.684,9.0,18.33865,1.365199,0.3846208,9.548141,6.388,10732592999.3918,97554652.5025904,0.0,72.851,77.152,105.583908081055,15.3142099380493,103.768203735352,,2009,Brunei Darussalam
384568.0,184074.0,200494.0,16.773,3.615,9.0,18.76376,1.372584,0.3828054,9.633456,6.288,14393437610.2552,91520639.7741971,0.0,72.862,77.149,106.228958129883,14.0476999282837,104.888702392578,,2008,Brunei Darussalam
378748.0,181055.0,197694.0,16.746,3.551,9.0,19.13055,1.368502,0.3738401,9.631184,6.23,12247680702.8059,84466763.467627,0.0,72.844,77.143,107.867378234863,13.3380498886108,105.278633117676,,2007,Brunei Darussalam
372808.0,177979.0,194829.0,16.881,3.491,9.0,19.53768,1.371264,0.3692392,9.781039,6.21,11470462364.6891,80997734.3291098,0.0,72.81,77.124,108.030937194824,13.0625400543213,104.716590881348,,2006,Brunei Darussalam
366717.0,174832.0,191886.0,17.138,3.438,9.0,19.8287,1.374393,0.3607966,10.01015,6.04,9531417164.46943,90223759.6487618,0.0,72.756,77.089,107.534820556641,13.1851100921631,103.549057006836,,2005,Brunei Darussalam
360461.0,171603.0,188857.0,17.483,3.396,9.0,20.25735,1.370887,0.352447,10.21614,5.946,7872201250.91582,88755404.8417523,0.0,72.663,77.038,107.64981842041,13.3302602767944,106.021766662598,,2004,Brunei Darussalam
354045.0,168286.0,185758.0,17.857,3.36,9.0,20.68105,1.366961,0.3422666,10.46239,5.891,6557395815.59539,80144263.4242475,0.0,72.578,76.956,106.533660888672,12.8312997817993,111.891448974609,,2003,Brunei Darussalam
347463.0,164895.0,182567.0,18.225,3.339,9.0,21.05835,1.36323,0.3331101,10.66811,5.81,5843367180.06094,63901287.5656326,0.0,72.43,76.85,102.589767456055,13.0799102783203,106.608459472656,,2002,Brunei Darussalam
340748.0,161470.0,179279.0,18.618,3.326,9.0,21.4349,1.36316,0.3249521,10.88145,5.694,5601020247.27601,63547340.6177575,0.0,72.289,76.7,100.767868041992,13.9702396392822,107.553146362305,98.8937911987305,2001,Brunei Darussalam
333926.0,158010.0,175917.0,19.012,3.331,9.0,21.45921,1.423465,0.3850035,10.58947,5.597,6001280943.71691,61477931.6652134,0.0,72.086,76.524,101.931922912598,13.0841703414917,100.130722045898,,2000,Brunei Darussalam
327045.0,154516.0,172529.0,19.475,3.346,9.0,21.56517,1.477464,0.4549035,10.30327,5.502,4600117603.79321,56810537.9291898,0.0,71.875,76.308,102.028228759766,12.7613401412964,99.2443008422852,,1999,Brunei Darussalam
320152.0,151018.0,169134.0,20.075,3.375,9.0,22.24928,1.526528,0.5332392,10.29546,5.346,4051143193.1732,57132591.287652,0.0,71.641,76.061,100.587532043457,10.5022497177124,95.3896484375,,1998,Brunei Darussalam
313215.0,147512.0,165703.0,20.836,3.415,9.0,22.6087,1.593291,0.6342957,10.14436,5.234,5197312555.4576,63788879.2417865,0.0,71.397,75.803,96.4747085571289,28.8455085754395,88.5422210693359,,1997,Brunei Darussalam
306196.0,143959.0,162237.0,21.788,3.466,9.0,23.05637,1.65131,0.7448059,9.873867,5.202,5115454694.27896,57401174.5522737,0.0,71.15,75.525,96.4164810180664,28.8455085754395,,,1996,Brunei Darussalam
299097.0,140362.0,158735.0,22.9,3.532,9.0,23.44413,1.713014,0.8732989,9.739708,5.125,4734103536.46706,54987917.805803,0.0,70.886,75.228,96.3576812744141,28.8455085754395,81.6300506591797,,1995,Brunei Darussalam
16767842.0,8468316.0,8299527.0,19.841,6.208,9.0,20.98223,29.10045,30.14557,11.87949,0.361,29956769529.428,6551322948.63819,5.285,68.479,74.716,109.959075927734,14.9985504150391,90.7002563476562,95.9700012207031,2022,Cambodia
16589023.0,8376956.0,8212068.0,19.334,6.838,9.0,25.42859,38.85376,39.19392,23.35332,0.295,26961061152.2979,6159928462.01672,5.285,66.819,72.291,108.737747192383,13.8764019012451,94.6577606201172,,2021,Cambodia
16396860.0,8281334.0,8115527.0,19.849,6.228,9.0,24.95631,39.42049,39.60181,23.42861,0.298,25872797892.0285,5872192460.56737,51.41,67.999,72.724,111.00936126709,14.4409313201904,94.9092788696289,,2020,Cambodia
16207746.0,8186482.0,8021264.0,20.28,5.947,9.0,24.47314,39.8681,40.57891,23.05033,0.146,27089390032.8915,5610719433.89588,53.05,68.4,72.873,105.164360046387,13.5404434204102,87.6189422607422,,2019,Cambodia
16025238.0,8094239.0,7930999.0,20.805,5.874,9.0,24.96266,39.02749,40.29627,23.78463,0.142,24571753581.7841,5408969279.98121,58.15,68.226,72.778,105.410903930664,13.9768381118774,85.0335006713867,,2018,Cambodia
15830689.0,7996341.0,7834347.0,21.348,5.775,9.0,25.49089,38.20638,40.05165,24.55938,0.14,22177200588.6749,5180913515.26249,56.32,68.213,72.689,105.826843261719,13.4998512268066,85.6019973754883,,2017,Cambodia
15624584.0,7892686.0,7731897.0,21.864,5.779,9.0,25.76342,37.54026,40.26265,24.45687,0.72,20016747858.3122,4952676750.3113,58.0,67.658,72.666,106.10417175293,28.8455085754395,86.2804183959961,,2016,Cambodia
15417523.0,7788391.0,7629132.0,22.343,5.81,9.0,24.92138,42.46842,44.48807,24.42425,0.39,18049954289.4229,4797742832.45037,60.63,67.586,72.02,107.220672607422,14.645770072937,89.6856079101562,92.2123565673828,2015,Cambodia
15210817.0,7684470.0,7526346.0,22.775,5.756,9.0,23.76812,45.99603,47.15762,23.70034,0.69,16702610842.4025,4822261473.63468,63.7,67.446,71.881,111.603096008301,28.8455085754395,93.9857177734375,90.1418685913086,2014,Cambodia
14999683.0,7578172.0,7421511.0,23.035,5.817,9.0,19.28267,49.52267,50.71981,18.68648,0.44,15227991395.2201,4811293388.04395,64.97,66.802,71.665,118.215324401855,28.8455085754395,94.204833984375,,2013,Cambodia
14786640.0,7471081.0,7315560.0,23.294,5.863,9.0,17.7556,53.19247,53.97766,17.80751,0.509,14054443213.4639,4710993654.84751,64.36,66.652,71.026,117.471946716309,28.8455085754395,93.7303848266602,,2012,Cambodia
14573885.0,7364277.0,7209608.0,23.369,5.947,9.0,16.47181,56.54766,56.86365,17.1475,0.58,12829541141.0127,4433544820.91906,63.99,65.957,70.726,120.7265625,14.1404304504395,89.6656951904297,,2011,Cambodia
14363532.0,7258651.0,7104881.0,23.669,6.121,9.0,15.97328,54.78567,55.44722,15.44971,0.77,11242275288.5243,3808509484.44214,64.82,65.436,69.834,125.497329711914,12.3117904663086,89.7768630981445,79.4399948120117,2010,Cambodia
14155740.0,7154373.0,7001368.0,24.084,6.127,9.0,15.62349,58.03858,57.81326,16.15612,0.58,10401851766.8465,3483654792.42229,68.04,65.155,69.575,128.572204589844,10.5778999328613,99.2443771362305,87.1239318847656,2009,Cambodia
13943888.0,7050210.0,6893678.0,24.46,6.418,9.0,15.67428,55.92059,55.24116,15.93447,0.82,10351914178.2857,3390361392.76464,74.13,64.299,68.479,131.563461303711,8.69999027252197,96.7027893066406,87.4713821411133,2008,Cambodia
13714791.0,6939365.0,6775426.0,24.894,6.63,9.0,14.72038,58.12696,59.47026,14.32326,1.26,8639235913.17746,2565554316.22632,74.79,63.603,67.698,137.844223022461,7.51466989517212,99.0910568237305,,2007,Cambodia
13477779.0,6824167.0,6653611.0,24.886,6.809,9.0,14.00499,60.10288,61.07544,14.10932,1.209,7274595706.67154,2186653404.42332,78.01,62.945,67.01,140.779922485352,6.19891977310181,97.862678527832,,2006,Cambodia
13246583.0,6711926.0,6534657.0,25.191,7.042,9.0,13.22532,62.10682,62.71197,13.80264,1.13,6293046161.83262,1932598100.2077,79.24,62.213,66.209,143.901824951172,3.83043003082275,94.011848449707,77.9599990844727,2005,Cambodia
13016371.0,6600114.0,6416257.0,25.492,7.273,9.0,12.43423,64.04675,64.3005,13.46782,1.134,5337833248.03924,1568776255.03573,80.69,61.48,65.46,144.732543945312,3.18306994438171,82.8017425537109,83.3828582763672,2004,Cambodia
12787710.0,6488659.0,6299051.0,25.876,7.641,9.0,11.76252,66.0993,66.07637,13.14963,1.121,4658246918.27092,1489279832.77205,79.92,60.238,64.643,140.371170043945,3.16867995262146,69.4156723022461,,2003,Cambodia
12561779.0,6378217.0,6183561.0,26.434,8.149,9.0,11.33043,67.46009,67.04227,13.00627,1.107,4284028482.53766,1333577089.14986,80.97,58.973,63.316,135.533798217773,2.55727005004883,62.4201316833496,,2002,Cambodia
